content,sentiment
got people dont let skip sci pratical becos skola impt cannot waste parents money nt fair,0
faninfo absolutely good backup romo december,1
raining cant go jogging house gym,0
jaysodmg heyy jay wats going witcha amp want twitter background already know gotcha need anything,1
raining im stuck inside working today id probably peed sunny outside im ok rain,0
russellburnham nice one,1
lobbying twitter yuk gettin rid groupies,1
last montdays award ceremony httptwitpiccomjkvl,1
first time im going home early sucks b single one call,0
idibs oh really good dude thx added,1
saddest celeb story week httpbitlyhph,0
goy back day tests hospital going start chemo monday,0
great talk tony afternoon going give another go,1
theexplodingboi white wine reminds vinegar,1
midsomerlover comes youve seen im excited hope gets love interest soon dont tell,1
grossnoises miss yoooouuuu,0
tgif also sad last day get work favorite tv reporter,0
jennyinmaui read twitter bio love clever cute im smiles,1
happy juddday everyone,1
goodness go single shit goes crazy haha fuck like single much wantholla,1
dinosuit idk im stupid th grader,0
ti died dont know,0
ninjabetic oh hope get soon make feel better hugs coast,0
changed hairstylebut isnt good supposed n dont wealth much money hate hairdresser,0
route da beach sun yet,0
meggiemouse going hours id say computer phone last week didnt care,0
great day,1
erichalvorsen lorenbrinton nicksantino say tour lineupwith austin gibbs,1
hurray old friends beer lady friends,1
yea baby im gonna miss much,0
didnt bring connector camera tripsaving new photos wait another week,0
hoes none,0
ltigtwaiting natie come online miss,0
alexandergwhite daaammmnnnnn wish,0
nice day today stuck indoors revising weeks,0
tv arrived cant play cos go stupid work,0
need friend right feel like mmmm sosad,0
feeling bad taylorshockley profile pic,0
cant hear anything outta left ear,0
brought new glass camera,1
disturbed sold baby tiger met thailand exotic pet greedy bastards,0
violent fightclub like sex dream involving heavily tattooed ladies didnt wanna wake lol,1
saturday night live amazing amp makes laff lalala always love show timberlakes sketches always funny lt,1
blanquis morning hope super dayenjoy,1
bom dia good morning guten morgen returning twitter,1
goodnight,1
nobilis feel pain mine way,0
haha follow john mayerhes pretty funny guy want move la much fun,1
jason yeah well deadline hours thats architecture oh well mmm coffee sounds like good idea,1
prncsztalia hate,0
roqayah good morning,1
sunday going meet mom breakfast beach,1
andyclemmensen seen game website awesomness go msn,1
miraaaaa hahaha eat,1
jakpedz come,1
oakmonster hear ya,1
really sad shes missing critical mass,0
denvy oh whoops bad,0
doesnt get see fav today like planned,0
bara boobs closets adventure aggghhhh enough muak mcm baby gary ku sudah,1
mega sunshine morning,1
nursing scratches bumps festivus mud wrestling swear theres still dirt hair good time,1
oh joy gong long weekebd yipee,1
mollieofficial congrats mollie wish could got tickets,1
morning got coffee,1
dejam well gotdamn girl dont know else im sleepy grrr,1
kylehamilton wow saw tweet proflowers fiasco thats fun,0
alyssamilano good morning alyssa hope u great wonderful day today im happy cuz today last day classes yay,1
hi everyone miss much muahhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh,0
another fun night chilled wit homie green turtle n parkgood timesgood times,1
gcrush thank guys awesome things blog tonight grateful,1
saturday partytiiime,1
justinodom dbl booooooo sick flippin blows bahaha kno dont many friends either feel lame haha,0
kathtrinder samscam whats sun sign,0
sherrieshepherd hey sherri thanx da messages wondering u could follow plzzzz,1
azmomofmanyhats rocknrod gailelaine sarahstanley good morning pretty outside today,1
enjoying nice weather stuck indoors writing essay,1
want cry thought nba season almost next year miami,0
wendica checked didnt win,0
rose city sirens uber cool last night wish could stayed longer,0
yvasquez thank sister,1
jasonmanford awww thats lovely thing u say u manchester x,1
jungle book sooooo cute nothing eat drink,0
finsh work eleven even allowd cauz really dont want lol,0
definitely need work business trip much free food alcohol im sure ive gained pounds,1
cried way final episode er previously er documentary,0
headache colds,0
terimoore congratulationskeep us posted things go,1
says im still dreaming nikon derrr ate kuya please lang huhuh httpplurkcompwxrx,0
tiredbut cant go bed yet,0
tonights boring,0
lost follower oh well probably one mute ones anyway,0
realized today last day see best friend tanner im goin miss much,0
mom left,0
im depressed right idk,0
phone ultra fast latest firmware updates installed,1
ok soooooooooo ive got u palm hand,1
feel like fish im big glass car dealership looking world people walking fun sun im stuck,0
suzanella missed mine fun,0
wondering misery looks like look faces cubs fans miller park tonite sorry chicago friends tonights night,0
omega tomorrow havent really planned anything make sure come itll awesome movein june st,1
great longweekend far going run judo tonight blue water quotretail therapyquot,1
soo tired still kinda angry missed concert,0
dirtyrose told would sweep haha p,1
got home school lol weeks left yay summer school,0
emarketingguru hi uploaded completely new chinese lessons wwwyoutubecomchineselearn please feel free watch enjoy,1
amyyyxoxo ahh gtg pls help number ill come back later see u said haha plz thank u,1
happy mothers day,1
hav followers,0
today check day week artists way hurray time celebrate another good completed journey,1
lmao twitting thats never gonna get old haha,1
twikini enjoying sun,1
tapulous wheres uk love,0
third date went wellmoving fourth,1
davejmatthews concert tonight fenwayyy hopefully rain stops,1
good morning everyone enjoy day thinking tweet friends,1
aplusk awww herewaz uuuup seriously glad yall fun bad invite got lost mail lol peace xo,0
little upset cause stephanie didnt bring brownies today,0
watching superbad brit,1
gross hot theres cotton everywhere hello allergies,0
ooh icecreams gone oh wait got another boxes freezor yumm,0
first sleep spending day mom since mothers day might even chinese,1
cant wait days till happiness,1
accepting maid applications would nice youd start first thing tomorrow would make wonderful mothers day present,1
escapethestars ok ill reached tweets dreamland good sleep talk later,1
last day ko olina north shoreee,0
upset bout talk someone idk though,0
course rains five minutes finish watering flowers took half hour water,0
gonna beautiful day,1
cannot sleep im super duper duper excited pour la paris love city,1
got skyfire httpgetskyfirecom firts impressions looks good little memory hungry ageing htc tytn,1
nitadarling see,0
httptwitpiccomhus thats baby,1
benjamincook make sad like canada never watch things move know anyone needs roommate,0
greenlabel aww thats awful makes sad,0
millionfagmarch ah misunderstood message really dislike f word url good luck march,0
jaidenkhat sadface,0
going bed pain fell shoulder today good night,0
best weekend,1
meredthsalenger ur cuteim fan dream little dream kiss appearances like dawsons creek make flicks,1
got eminem tix friday,1
sissy went bridal shower tonight crazy women,1
need stop sick,0
arms hurt,0
laptop laptop taking sooooooooooo long load fdms myspace page,1
elle woo hoo made one favorites see mondays rock,1
kind lonely nobody answer phone,0
oh happy day nice weather smiling happy baby icecream later,1
producing pieterbickford anchoring sad goodbye miss lynne ashminov miss,0
good night miles trails peeks climb morning fun times ahead,1
workout stunkno headphones,0
oliviamunn pretty lame babe,0
thefuzzyblueone doctor laughs oh drcranes patient arkham aslyum work,1
excited r r mothers day,1
tagaytay family happy mums day hot mommas,1
ready crashhad great day fun night couldnt ask anything night,1
theellenshow kalebnation twilightguycom kalebnationcom youtubecomkalebnation put show sry spamming love,1
best job world amp yes australia httptinyurlcomclxll,1
listening house musicwhat else got gig san francisco next friday details wwwmyspacecomdjspy,1
close entering pogue book today quot world according twitterquot yet seem far,0
ha sure hey text normal,1
bbelle yeah knew link hes completely amazing sings phantom,1
happy anniversary tayloredot hellohouston know whyyyy three years baby,1
pureelite thankss someone sent another text morning saying happy birthday number told last night lol,1
httptwitpiccomov martinhiggins ahte stress supposed friday makes wanna cry,0
yay last class semester,1
sashairene hahaha oh man please come pomona would love see everyday instead like year,1
man daddy left work never see lot miss daddy,0
always get really excited steal kisses ben harper comes ipodgreat songlove beatboxing beginning,1
nextread agree keep star trek make commercially viable cmon,1
may th happy star wars day,1
twpp one told,0
going busy day sucks cause wanted spend time someone earlier today,0
spencerkeasey yeah doesnt suck working nano take music sad,0
sophiatam haha yea working chillin eastbay unlike u dont get summer break boo,0
jordanhowell nah iplayer listening back working,0
anyone needs help images let know convo forums link,1
im calling roommate,1
headache century coming feel fuck,0
going shopping sunday dinner round two p,1
kelauli im sad right,0
honeyjune k guess cant help byeee eva really sad,0
frgmnt know lame,0
laraslattery lara thank much ff recommend,1
headaches dumb,0
selenagomez come back canada soon well miss,0
feeling effects spring sinuses killing,0
ate chocolate,0
got beautiful flowers mag subscription mothers day spoilt lt,1
solangeknowles happy mothers day hope youll great day today,1
hate quotoutofnowherequot stuff,0
novemberlight sometimes fail,0
dotmanish dude pestered army personnel mumbai airport let hold much request leave,1
asylm yay registered lost friends,0
jason well revise gardening guess hoovering warcraft played week,1
watchmerise youre welcomeyou deserve,1
yay got stuff rygegrejdk perfect tastes like banana apple,1
gimboland sorry change plans revision monday exam park one friends,0
nooo im ill must paracetamol nice weather today though,0
